gwasID,Bolting,log_BbLe_max,log_BbLe_sum
6927,0,1.098612289,1.098612289
7373,1,1.386294361,1.386294361
7186,1,3.33220451,3.784189634
6898,1,4.564348191,5.135798437
8259,1,2.995732274,3.218875825
7133,1,2.079441542,2.079441542
6936,1,0,0
8237,0,0,0
5837,1,1.945910149,2.397895273
6008,1,4.553876892,5.017279837
8258,0,0,0
6975,1,1.791759469,1.791759469
8245,1,0,0
8234,0,1.386294361,1.609437912
8354,1,2.197224577,2.48490665
6921,0,3.044522438,3.044522438
6943,1,2.48490665,2.890371758
6899,1,0,0
6930,1,3.912023005,4.356708827
7223,0,3.295836866,3.496507561
7520,0,0,0
8323,0,3.091042453,3.17805383
8422,0,0,0
6907,0,0.693147181,0.693147181
6983,0,0,0
8424,0,0,0
6918,0,0,0
6900,0,1.098612289,1.098612289
8395,1,1.386294361,1.386294361
6914,0,0,0
6709,1,0,0
8386,0,0,0
6909,0,0.693147181,0.693147181
7517,0,1.098612289,1.098612289
7327,0,0,0
6906,1,0,0
7522,0,0,0
8275,0,0.693147181,0.693147181
6944,1,4.736198448,5.170483995
6982,1,0.693147181,0.693147181
8329,1,2.564949357,2.772588722
7413,1,2.63905733,2.63905733
7081,1,0,0
6928,0,0,0
7033,0,0,0
7525,1,0,0
6967,1,3.80666249,4.564348191
6988,0,0,0
6923,1,3.688879454,4.33073334
8374,1,0,0
6963,1,0,0
7418,0,3.33220451,3.761200116
6046,0,0,0
8311,1,1.386294361,1.386294361
8238,0,0,0
8239,0,0,0
8242,0,1.386294361,1.386294361
6922,1,0,0
6913,0,0,0
6931,1,3.80666249,4.382026635
6964,0,0.693147181,0.693147181
8256,0,1.098612289,1.098612289
7514,0,0,0
6969,0,0.693147181,0.693147181
6953,0,1.791759469,2.397895273
7415,1,0.693147181,0.693147181
6951,0,0.693147181,0.693147181
6243,1,1.791759469,1.791759469
8274,0,0,0
8326,0,0,0
6929,0,0,0
6977,0,0,0
8334,0,0,0
6974,0,0,0
8314,1,1.098612289,1.098612289
7521,0,0,0
8426,1,3.784189634,3.988984047
6958,1,0,0
8214,0,0,0
8366,1,0,0
6933,0,0,0
8297,0,0,0
6971,0,0,0
8310,1,0,0
6987,1,0.693147181,0.693147181
6946,1,0.693147181,0.693147181
6959,0,0,0
6985,1,3.33220451,3.80666249
6919,0,0.693147181,1.098612289
8388,1,2.708050201,2.944438979
8376,0,0,0
8313,0,1.945910149,1.945910149
7287,1,1.386294361,1.386294361
8285,1,1.386294361,1.386294361
9058,0,0,0
8235,0,0,0
8351,0,0,0
6979,0,4.262679877,4.356708827
8271,0,0,0
8337,0,0,0
7207,1,0,0
6042,1,2.772588722,3.713572067
6956,0,0,0
6040,0,0,0
7524,0,0,0
8243,0,1.386294361,1.609437912
7015,1,0,0
6981,1,3.63758616,4.077537444
8369,0,0,0
8241,0,0,0
7516,0,1.609437912,1.609437912
5719,0,0,0
7275,1,0,0
6992,1,2.995732274,2.995732274
6009,0,0,0
6904,0,0,0
6978,1,2.302585093,2.48490665
8231,0,0,0
7298,1,1.791759469,1.945910149
8365,0,3.17805383,4.17438727
6939,0,0,0
8246,0,0,0
6945,0,0,0
6043,0,0,0
6980,1,0,0
8353,1,4.430816799,5.252273428
10022,1,0,0
6965,0,0,0
6976,0,2.48490665,2.890371758
8270,1,0,0
8335,0,0.693147181,0.693147181
7461,1,1.098612289,1.098612289
6942,1,1.386294361,1.386294361
8412,0,3.970291914,4.59511985
7515,0,0,0
8215,0,0,0
7438,0,0,0
7523,0,1.098612289,1.098612289
6968,0,0,0
8420,1,0,0
8283,0,0,0
6924,1,0,0
6917,0,1.386294361,1.386294361
7526,0,0,0
8247,0,0,0
8284,0,2.564949357,2.564949357
8236,1,0,0
6903,1,0,0
8300,1,1.609437912,1.791759469
6938,1,0,0
8312,0,0,0
8389,0,0.693147181,0.693147181
8387,0,0.693147181,1.098612289
6909,1,0.693147181,0.693147181
8230,0,0,0
6911,1,0,0
8430,0,0,0
6984,1,3.63758616,4.369447852
8304,0,1.609437912,1.609437912
6972,1,1.098612289,1.098612289
8213,1,4.189654742,5.056245805
6920,0,0.693147181,0.693147181
8249,0,0,0
7258,1,0,0
6937,0,0,0
7300,0,0,0
6897,0,2.397895273,2.397895273
8306,0,0,0
8290,1,1.386294361,1.386294361
8419,1,1.609437912,1.609437912
8296,1,3.295836866,3.931825633
8325,1,4.304065093,5.225746674
6039,1,0,0
8244,0,0,0
8233,0,0,0
8222,0,0,0
8378,1,0,0
6960,1,0,0
7417,0,0,0
6016,0,0,0
6970,0,0,0
6940,1,1.386294361,1.386294361
6962,1,4.110873864,5.062595033
6916,0,1.791759469,1.791759469
6932,1,2.302585093,2.48490665
6966,0,0,0
7323,1,1.945910149,1.945910149
6915,0,0,0
6074,0,0,0
6961,0,0,0
7296,1,1.609437912,1.609437912
6830,1,4.543294782,5.298317367
6901,0,3.988984047,4.49980967
6926,1,2.995732274,3.526360525
8343,1,2.302585093,2.397895273
6910,1,3.433987204,3.713572067
9057,0,1.098612289,1.098612289
6939,1,1.609437912,1.609437912
7514,0,0,0
6903,1,1.791759469,2.079441542
8231,0,0,0
6969,0,0,0
8238,1,3.688879454,4.343805422
6981,1,4.304065093,5.176149733
6946,0,1.609437912,1.791759469
8306,0,0,0
7207,0,1.791759469,1.791759469
6920,0,0,0
7287,1,1.945910149,2.197224577
7296,0,1.386294361,1.386294361
8245,1,0.693147181,0.693147181
7186,1,3.871201011,4.672828834
6901,0,2.564949357,2.564949357
6904,0,0,0
6964,0,0,0
6074,0,0,0
9058,0,0,0
8222,0,0,0
8230,0,0,0
7373,1,3.044522438,3.610917913
6974,0,0.693147181,0.693147181
8314,0,3.63758616,4.007333185
8422,0,0,0
6965,0,0,0
6942,1,4.49980967,5.407171771
8430,0,2.397895273,3.258096538
8351,0,2.772588722,3.044522438
8290,0,3.555348061,4.127134385
6921,0,0,0
6929,1,2.397895273,2.397895273
6951,1,2.397895273,2.63905733
7415,1,1.386294361,1.386294361
6987,1,1.945910149,2.63905733
8335,0,0,0
7522,0,0,0
7300,0,0,0
8242,0,0,0
7517,0,2.302585093,2.564949357
8412,1,0,0
7523,0,0,0
8215,1,3.871201011,3.871201011
6945,0,1.945910149,1.945910149
6963,1,0,0
8236,0,0,0
8284,0,0,0
8334,0,2.397895273,2.63905733
7521,0,1.609437912,1.609437912
8234,0,0.693147181,0.693147181
8337,0,0,0
6985,1,3.36729583,4.189654742
6979,1,4.204692619,5.272999559
6923,1,3.850147602,4.543294782
8296,1,2.944438979,3.465735903
5837,1,0,0
6976,0,0,0
8214,0,0,0
7520,1,1.098612289,1.098612289
8329,1,3.663561646,4.744932128
6943,1,3.218875825,3.33220451
8388,1,3.135494216,3.688879454
7015,1,3.091042453,3.828641396
6936,0,2.397895273,2.397895273
8395,1,3.737669618,4.532599493
6709,1,0,0
8271,0,0,0
6932,1,1.386294361,1.386294361
7413,1,2.302585093,2.833213344
6926,1,4.094344562,4.804021045
6930,1,4.317488114,5.093750201
8243,0,1.945910149,2.197224577
8249,0,0,0
6971,0,0,0
8426,1,1.098612289,1.098612289
6918,0,0,0
8326,0,0,0
6243,1,1.386294361,1.386294361
6910,1,3.80666249,4.477336814
6909,1,1.098612289,1.098612289
6960,1,0,0
7298,1,2.48490665,2.944438979
6959,0,0,0
5719,0,0,0
6978,1,2.302585093,2.302585093
8313,1,1.945910149,1.945910149
7516,0,1.945910149,1.945910149
8247,0,0,0
8311,1,1.609437912,1.791759469
8297,0,0,0
8366,1,1.386294361,1.386294361
8353,1,3.891820298,4.317488114
6039,0,1.098612289,1.098612289
7033,0,0,0
8244,0,2.772588722,2.772588722
8424,0,0.693147181,0.693147181
6980,0,0,0
6042,1,3.663561646,4.204692619
6944,0,2.197224577,2.772588722
8300,1,2.197224577,2.197224577
6898,1,4.077537444,4.828313737
8270,1,1.098612289,1.098612289
8374,1,0,0
6982,0,1.791759469,1.791759469
6968,0,0,0
8378,1,0.693147181,0.693147181
6972,1,0,0
8283,0,3.258096538,3.295836866
8256,0,3.044522438,3.433987204
6956,0,0,0
6970,1,3.258096538,4.204692619
8376,0,0,0
6933,0,0.693147181,0.693147181
6917,0,0,0
6937,1,2.944438979,3.218875825
6927,0,0,0
8246,0,0,0
8312,0,2.890371758,2.890371758
6008,1,3.610917913,4.204692619
6922,0,1.791759469,1.791759469
8235,0,0.693147181,0.693147181
7525,0,0,0
6916,0,1.098612289,1.098612289
10022,1,0.693147181,0.693147181
8237,0,0,0
8354,1,2.833213344,2.833213344
6938,1,0.693147181,1.098612289
7461,1,0.693147181,0.693147181
6983,0,0.693147181,0.693147181
6915,0,2.197224577,2.944438979
9057,0,1.609437912,1.609437912
8258,0,2.772588722,2.772588722
8310,1,0,0
7223,0,0,0
8323,0,0,0
6830,1,0,0
8304,1,1.386294361,1.386294361
6900,0,0,0
6975,1,3.36729583,3.433987204
6940,1,1.609437912,1.609437912
6907,1,1.791759469,1.791759469
7524,0,1.386294361,1.386294361
6919,0,0,0
6967,1,4.219507705,4.795790546
6911,0,0,0
8419,0,0.693147181,0.693147181
6992,0,2.197224577,2.197224577
8259,0,0,0
8213,1,4.727387819,5.298317367
8233,0,0.693147181,0.693147181
6913,0,0,0
8369,0,0,0
6966,0,1.098612289,1.098612289
7515,0,0,0
6043,0,0,0
8365,1,3.663561646,4.532599493
7275,1,1.386294361,1.609437912
8274,0,0,0
8389,1,1.609437912,1.609437912
6988,0,0,0
6931,1,4.779123493,5.537334267
7323,1,0,0
6016,0,0,0
8420,1,0,0
8386,0,0,0
8325,1,3.951243719,4.442651256
8387,1,0,0
6909,1,0.693147181,0.693147181
7438,0,0,0
6953,0,1.386294361,1.386294361
6914,0,0,0
7417,0,0,0
6958,0,1.098612289,1.098612289
8239,0,2.302585093,2.63905733
7526,0,0,0
6924,1,0.693147181,0.693147181
8241,0,1.609437912,2.079441542
7258,1,3.737669618,4.615120517
7327,0,0,0
6897,0,0.693147181,0.693147181
8343,0,3.36729583,3.688879454
6961,0,0,0
6977,0,0.693147181,0.693147181
6046,0,0,0
6984,1,1.609437912,1.791759469
7081,1,3.583518938,4.454347296
8285,1,2.564949357,3.044522438
6009,0,0,0
6928,0,0,0
6962,1,3.951243719,3.951243719
7133,0,0,0
8275,0,0,0
7418,1,0.693147181,0.693147181
6899,1,1.098612289,1.098612289
6906,1,2.772588722,2.944438979
6040,0,0,0
7323,0,1.098612289,1.098612289
8246,0,0,0
8389,1,2.197224577,2.197224577
7298,1,1.609437912,1.609437912
8259,0,0,0
8237,0,0,0
8365,1,3.555348061,4.59511985
8239,0,0,0
6917,0,0,0
6962,1,2.302585093,3.091042453
6039,0,0,0
8335,0,0,0
7514,0,1.386294361,1.386294361
6978,1,4.248495242,5.176149733
8366,1,2.708050201,2.772588722
6965,0,0,0
6906,1,0,0
6938,0,0.693147181,0.693147181
8284,0,0,0
6939,1,0,0
7413,1,2.772588722,2.772588722
6922,1,2.079441542,2.302585093
6928,0,0.693147181,0.693147181
8343,1,1.386294361,1.386294361
6040,0,0,0
8419,1,1.791759469,1.945910149
7515,0,0,0
8422,0,0,0
8285,1,0,0
6929,0,1.945910149,1.945910149
8420,1,2.564949357,2.564949357
6992,1,0,0
8270,1,2.708050201,2.708050201
8310,1,3.258096538,3.465735903
6909,1,1.098612289,1.098612289
8326,1,0,0
8283,0,0,0
8334,0,1.791759469,1.945910149
6940,0,1.386294361,1.386294361
6901,0,0,0
8243,0,1.386294361,1.791759469
6016,0,0,0
6956,0,2.564949357,2.564949357
6046,0,0,0
6042,1,3.784189634,4.007333185
7296,0,0,0
6904,0,0.693147181,0.693147181
8215,0,0,0
9057,0,0,0
6970,0,1.098612289,1.386294361
7373,1,1.098612289,1.098612289
8213,1,4.454347296,4.976733742
6897,0,0,0
6924,1,0,0
6942,1,3.33220451,3.871201011
6909,1,0,0
6980,0,0,0
6900,0,0,0
6926,1,2.890371758,3.135494216
8247,0,0,0
8238,1,4.110873864,4.787491743
8369,0,0,0
6918,0,2.708050201,2.708050201
6932,1,2.772588722,2.890371758
8233,0,4.262679877,4.304065093
8249,0,0,0
6914,0,0,0
6984,1,0,0
6927,0,0,0
8306,0,0,0
6967,1,3.63758616,4.025351691
8325,1,4.043051268,4.770684624
6981,1,2.890371758,3.091042453
6975,1,1.098612289,1.098612289
6961,0,0,0
6958,1,2.48490665,2.772588722
8351,0,0,0
8275,0,0,0
6945,0,0,0
6936,0,0,0
6983,0,0,0
6920,0,0,0
6960,1,0.693147181,0.693147181
7524,0,1.386294361,1.386294361
6911,1,0,0
8236,0,1.098612289,1.098612289
6915,0,0,0
6243,1,1.791759469,2.079441542
6943,1,0,0
6074,0,0,0
8256,0,0,0
8271,0,0,0
6933,0,0,0
8314,1,4.700480366,5.068904202
6910,1,3.828641396,4.787491743
6959,0,0,0
8337,0,0,0
6963,1,1.791759469,2.48490665
8426,1,3.80666249,4.454347296
6953,0,0,0
7275,1,1.791759469,1.791759469
7033,0,0,0
8412,1,3.663561646,4.077537444
6946,0,0,0
8235,0,0,0
8424,0,0,0
8244,0,0.693147181,0.693147181
7526,0,0,0
6988,0,1.386294361,1.386294361
8245,0,0,0
8214,0,0,0
8395,1,0.693147181,0.693147181
7287,1,1.386294361,1.386294361
6899,1,2.079441542,2.079441542
6968,0,0,0
8274,0,0,0
8374,1,0,0
6921,0,2.564949357,2.772588722
8329,1,2.397895273,2.63905733
8296,1,1.098612289,1.098612289
6972,1,0.693147181,0.693147181
6930,1,0.693147181,0.693147181
6937,0,0,0
6974,0,0,0
7186,1,3.951243719,4.007333185
5837,0,0,0
6923,1,1.609437912,1.609437912
7522,0,0,0
8304,1,2.944438979,3.258096538
8376,0,0,0
6971,0,0,0
7417,0,0,0
7015,1,1.386294361,1.386294361
8241,0,0,0
8313,1,0,0
8387,0,0.693147181,0.693147181
8311,1,1.386294361,1.945910149
8231,0,0,0
8378,1,2.890371758,3.044522438
8230,0,0,0
6907,0,0.693147181,0.693147181
7223,0,0,0
7415,1,3.218875825,3.713572067
7133,1,3.258096538,3.526360525
6931,1,3.17805383,3.218875825
8323,1,1.098612289,1.098612289
8300,1,4.65396035,4.787491743
7418,1,3.496507561,3.713572067
8312,1,1.098612289,1.386294361
7523,0,2.397895273,2.833213344
6982,1,0,0
8353,1,4.663439094,5.123963979
6903,1,0,0
7258,1,2.833213344,2.890371758
8258,0,2.197224577,2.197224577
6009,0,1.945910149,2.302585093
8222,0,3.044522438,3.496507561
7461,0,0,0
8297,0,0,0
8386,0,2.079441542,2.079441542
6916,1,3.17805383,3.931825633
8430,0,3.526360525,3.871201011
6987,1,0,0
7521,0,0.693147181,0.693147181
6969,0,1.386294361,1.386294361
6966,0,2.48490665,2.48490665
7525,0,4.025351691,4.49980967
6985,1,1.386294361,1.386294361
7438,1,0,0
6830,1,3.688879454,4.553876892
6919,0,0,0
6977,0,2.302585093,2.302585093
6979,1,2.197224577,2.197224577
7516,0,1.791759469,1.945910149
7327,0,0,0
8354,1,1.609437912,1.609437912
6951,0,2.197224577,2.302585093
10022,0,1.098612289,1.098612289
6709,0,0,0
7517,0,0,0
6043,0,0,0
7300,0,1.386294361,1.386294361
8242,0,0,0
9058,0,0,0
6964,0,3.526360525,3.526360525
6913,0,0,0
5719,0,0,0
8290,1,4.276666119,4.663439094
7520,1,0.693147181,0.693147181
6944,0,0,0
6976,0,1.098612289,1.098612289
7081,0,0,0
6008,1,4.543294782,4.9698133
6898,1,0,0
8234,0,0,0
7207,0,0,0
8388,0,0,0
8389,0,0,0
6971,0,0,0
6932,1,3.465735903,3.737669618
6046,0,1.386294361,1.386294361
8378,1,4.158883083,5.308267697
7275,1,3.526360525,4.043051268
6982,1,2.995732274,3.135494216
7081,0,0,0
6928,0,0.693147181,0.693147181
8386,0,1.791759469,1.791759469
6960,1,2.944438979,2.944438979
8351,0,0,0
6951,0,0,0
5719,0,0.693147181,0.693147181
6956,0,0,0
6909,1,1.791759469,1.791759469
8326,0,0,0
8420,1,4.584967479,5.247024072
6914,0,1.098612289,1.386294361
8424,0,1.098612289,1.098612289
8242,0,0,0
7413,1,1.791759469,1.791759469
6899,1,2.995732274,3.433987204
6921,0,0,0
8214,1,1.386294361,1.386294361
7517,0,1.098612289,1.098612289
8234,0,2.564949357,2.564949357
8300,1,0,0
6243,1,1.386294361,1.945910149
6938,0,0,0
6939,1,0,0
10022,1,0,0
6910,1,4.276666119,5.081404365
8270,1,3.091042453,3.80666249
6074,0,2.708050201,2.708050201
8412,1,3.850147602,4.672828834
6963,1,0.693147181,0.693147181
6008,1,4.343805422,5.117993812
6985,1,2.079441542,2.772588722
7520,1,3.761200116,4.672828834
7373,1,2.995732274,3.044522438
6926,1,1.386294361,1.386294361
8271,0,0,0
6933,0,0,0
8238,1,2.397895273,2.397895273
8313,1,0,0
6918,0,0,0
8334,0,0,0
8376,0,0,0
8285,1,3.135494216,3.526360525
6039,0,0,0
8422,0,0.693147181,0.693147181
6920,0,0,0
6911,0,1.609437912,1.609437912
6016,0,1.098612289,1.098612289
8296,1,0,0
8244,0,3.496507561,3.583518938
6937,1,2.833213344,3.135494216
6945,0,0,0
8354,1,3.931825633,4.33073334
5837,1,1.098612289,1.098612289
7015,0,0,0
6968,0,0,0
6927,0,0,0
6967,1,2.890371758,3.496507561
7516,0,0,0
6962,1,1.609437912,1.609437912
8247,0,0,0
6970,0,0,0
7515,0,0,0
8310,1,2.197224577,2.197224577
8353,0,0,0
6977,0,0,0
8258,0,0.693147181,0.693147181
6987,1,0,0
7033,0,0,0
6901,0,0,0
8419,0,1.609437912,1.609437912
8259,0,1.945910149,2.397895273
7525,0,0,0
8284,0,0,0
6975,0,0,0
6043,0,0,0
6830,1,0,0
6964,0,0,0
6898,1,3.688879454,4.369447852
8243,0,0.693147181,0.693147181
8426,0,4.025351691,4.510859507
8430,0,0,0
7298,0,0,0
8235,0,0,0
6983,0,0,0
7461,1,1.386294361,1.386294361
7521,1,0,0
9058,0,0,0
7300,0,0,0
8311,0,0,0
8222,0,0,0
6984,1,1.609437912,1.945910149
8233,0,0,0
6972,1,1.945910149,1.945910149
8283,0,0,0
6976,0,0.693147181,0.693147181
7438,0,0,0
7207,1,1.945910149,1.945910149
8306,0,0,0
6930,1,4.454347296,5.501258211
6906,1,4.060443011,4.718498871
8241,0,0,0
6917,0,1.945910149,1.945910149
6944,1,1.945910149,1.945910149
6981,1,2.079441542,2.397895273
6709,0,1.098612289,1.098612289
8314,1,3.36729583,3.784189634
8245,1,0,0
8231,0,0,0
8297,0,0,0
8236,1,0.693147181,0.693147181
6009,0,2.63905733,2.63905733
6980,0,0,0
6974,0,0,0
6913,0,0,0
6909,1,1.386294361,1.386294361
8230,0,0,0
6907,0,0,0
6988,0,0,0
7417,0,0,0
8337,0,0,0
8329,1,3.761200116,4.564348191
8239,1,3.401197382,4.17438727
6922,1,0,0
6897,0,0,0
6923,1,3.433987204,3.850147602
7514,0,0,0
9057,0,0,0
6969,0,1.098612289,1.098612289
6940,1,1.386294361,1.386294361
6978,1,2.197224577,2.197224577
6966,0,2.397895273,2.397895273
7133,1,0.693147181,0.693147181
7524,0,0,0
8290,1,3.526360525,4.418840608
6992,1,3.218875825,3.713572067
7523,0,1.609437912,1.609437912
6904,0,0,0
6903,1,1.098612289,1.098612289
6900,0,0,0
6042,1,4.189654742,4.736198448
8275,0,4.762173935,4.762173935
8304,0,0,0
7418,0,0,0
7526,0,0,0
7223,0,1.386294361,1.386294361
7522,0,0,0
8274,0,0,0
8343,1,0.693147181,0.693147181
6931,1,4.094344562,4.672828834
7327,0,0,0
8374,0,0.693147181,0.693147181
7323,0,0,0
8323,1,0,0
8366,1,1.386294361,1.386294361
6943,1,2.397895273,2.833213344
6916,1,3.401197382,3.970291914
6915,0,0,0
8388,1,1.386294361,1.386294361
7186,1,3.850147602,4.727387819
6946,1,0.693147181,0.693147181
8237,0,0,0
6959,0,0,0
6961,0,0,0
6936,1,2.48490665,3.044522438
8256,1,0.693147181,0.693147181
6919,0,0,0
6953,0,0,0
6965,0,0,0
6040,0,1.609437912,1.609437912
8213,1,4.219507705,5.18178355
8365,1,0,0
8395,1,3.850147602,4.718498871
8249,0,0,0
8312,1,3.091042453,3.091042453
8369,0,0,0
6942,1,2.995732274,3.401197382
7296,0,3.218875825,3.218875825
7415,1,1.386294361,1.386294361
6929,1,0.693147181,0.693147181
8387,1,0.693147181,0.693147181
7287,1,0,0
8215,0,3.135494216,3.33220451
8325,1,3.951243719,4.060443011
6958,0,0,0
8246,0,0.693147181,0.693147181
6924,0,0,0
6979,0,0,0
7258,1,1.386294361,1.386294361
8335,0,0,0