"GOout.GO","GOout.p_val"
"GO:0060586",0.260323
"GO:1903648",0.260474
"GO:0016846",0.260599
"GO:0019344",0.260851
"GO:0090436",0.261318
"GO:0008381",0.261353
"GO:0000776",0.261598
"GO:0030008",0.261965
"GO:0050790",0.262024
"GO:0048046",0.262124
"GO:0071028",0.262296
"GO:0017040",0.262695
"GO:0004499",0.264105
"GO:0071294",0.264599
"GO:0010272",0.265376
"GO:0106029",0.265561
"GO:0042277",0.265762
"GO:0010078",0.265885
"GO:0080142",0.265916
"GO:0019789",0.266305
"GO:0080022",0.266421
"GO:0000178",0.26648
"GO:0004067",0.267153
"GO:0014070",0.267184
"GO:0047498",0.267227
"GO:0005732",0.267265
"GO:0048226",0.268037
"GO:0051726",0.26824
"GO:0070176",0.268691
"GO:0055047",0.269075
"GO:0061617",0.269367
"GO:0003951",0.269591
"GO:0019852",0.269647
"GO:0043765",0.269688
"GO:0010112",0.269787
"GO:0007112",0.269836
"GO:0070847",0.269842
"GO:0044087",0.270823
"GO:0005049",0.271182
"GO:0042389",0.271596
"GO:0071453",0.27174
"GO:0018708",0.27191
"GO:0071618",0.271914
"GO:0051176",0.272841
"GO:1902275",0.273117
"GO:0043484",0.273179
"GO:0002098",0.273875
"GO:0004698",0.273974
"GO:0006535",0.274185
"GO:0072598",0.274444
"GO:1904263",0.274495
"GO:0071439",0.274508
"GO:0003724",0.274993
"GO:0000815",0.275036
"GO:0004144",0.275587
"GO:0010439",0.275867
"GO:0016075",0.275891
"GO:0000724",0.275892
"GO:0042286",0.276333
"GO:0034551",0.276646
"GO:0061062",0.276976
"GO:0062055",0.277219
"GO:0007165",0.278211
"GO:0000470",0.278225
"GO:0042349",0.278657
"GO:0003841",0.27872
"GO:0035312",0.27877
"GO:0010024",0.279609
"GO:0006891",0.279893
"GO:0045899",0.279983
"GO:0016881",0.280063
"GO:0005687",0.280297
"GO:0034039",0.280624
"GO:0044571",0.280807
"GO:0005769",0.281075
"GO:0035861",0.281216
"GO:0009908",0.282475
"GO:0009531",0.282487
"GO:0033063",0.2834
"GO:0008134",0.283588
"GO:0003680",0.283748
"GO:0044205",0.284434
"GO:0008962",0.285299
"GO:0051093",0.28582
"GO:2000143",0.286
"GO:0010345",0.286053
"GO:0015035",0.286272
"GO:0046976",0.286378
"GO:0015700",0.286528
"GO:0080110",0.287626
"GO:0006208",0.287963
"GO:0046975",0.288078
"GO:2000022",0.288673
"GO:0051511",0.288984
"GO:0016311",0.289234
"GO:0090227",0.289768
"GO:0061817",0.290104
"GO:0042178",0.290273
"GO:0080107",0.290425
"GO:1902040",0.290508
"GO:0106046",0.290562
"GO:0036529",0.290562
"GO:0043424",0.29061
"GO:0080008",0.290697
"GO:0032509",0.291452
"GO:0002240",0.291719
"GO:0000460",0.291833
"GO:0031087",0.291992
"GO:0016570",0.292048
"GO:0010363",0.292139
"GO:0006824",0.292253
"GO:0071257",0.292497
"GO:0042866",0.292654
"GO:0030378",0.292654
"GO:0009898",0.29267
"GO:0015979",0.292943
"GO:1900426",0.293727
"GO:0071497",0.294567
"GO:0031349",0.295194
"GO:1901642",0.295294
"GO:0019419",0.296414
"GO:0034470",0.29672
"GO:0009440",0.296979
"GO:0032877",0.297146
"GO:0005524",0.297357
"GO:0071004",0.298091
"GO:0010476",0.298393
"GO:0004371",0.298694
"GO:0001006",0.298828
"GO:0071013",0.299201
"GO:0031118",0.30004
"GO:0031120",0.30004
"GO:0005689",0.300129
"GO:0004629",0.300275
"GO:0006597",0.30093
"GO:0048283",0.301126
"GO:0009554",0.301563
"GO:0030119",0.301602
"GO:0046592",0.301816
"GO:0009965",0.302616
"GO:0048476",0.303199
"GO:0048527",0.303719
"GO:0015085",0.304104
"GO:0000028",0.304313
"GO:0010485",0.305223
"GO:2000031",0.305269
"GO:0031307",0.305556
"GO:0031490",0.305735
"GO:0050613",0.30597
"GO:0071323",0.306181
"GO:0009834",0.306278
"GO:0009982",0.306749
"GO:0043414",0.306761
"GO:0050482",0.307709
"GO:0030307",0.308162
"GO:0015462",0.308502
"GO:0048480",0.309032
"GO:0006360",0.309112
"GO:0010364",0.309117
"GO:1901347",0.310113
"GO:0030015",0.310129
"GO:0065002",0.310188
"GO:0051246",0.310215
"GO:0009270",0.310517
"GO:0043085",0.310605
"GO:0009610",0.310778
"GO:0042736",0.310894
"GO:0019674",0.310894
"GO:0009986",0.311377
"GO:0034088",0.311433
"GO:1901407",0.311706
"GO:0006351",0.311745
"GO:0008375",0.311754
"GO:0006621",0.311868
"GO:0006417",0.311882
"GO:0010351",0.312009
"GO:1900384",0.312083
"GO:0051499",0.312284
"GO:0030660",0.312429
"GO:0055075",0.31246
"GO:0080153",0.312621
"GO:1902584",0.313127
"GO:0010444",0.314116
"GO:0070180",0.314147
"GO:0097167",0.314608
"GO:0015367",0.314783
"GO:0010330",0.314875
"GO:0008154",0.315044
"GO:0036297",0.315184
"GO:0000262",0.315269
"GO:1903338",0.315695
"GO:0001708",0.315742
"GO:0003684",0.315983
"GO:0009765",0.316259
"GO:0010350",0.316429
"GO:1904350",0.31661
"GO:0010161",0.316888
"GO:0080117",0.317008
"GO:0009882",0.317574
"GO:1905642",0.318607
"GO:0006301",0.318986
"GO:0071456",0.31917
"GO:0003756",0.319231
"GO:0042802",0.319245
"GO:0046949",0.319434
"GO:0016168",0.319866
"GO:0007059",0.320132
"GO:0042256",0.320556
"GO:0046482",0.321024
"GO:0034198",0.321483
"GO:0008540",0.322343
"GO:0005667",0.322375
"GO:0008865",0.323388
"GO:0009506",0.323492
"GO:0005315",0.323834
"GO:0010310",0.323854
"GO:0018444",0.323978
"GO:0016233",0.324444
"GO:0032549",0.324557
"GO:0016891",0.324894
"GO:0017050",0.325042
"GO:0007568",0.325262
"GO:0019265",0.325322
"GO:0052543",0.325657
"GO:0010053",0.325753
"GO:0005652",0.325919
"GO:0003985",0.326067
"GO:0003916",0.32669
"GO:0009742",0.327094
"GO:0010090",0.327118
"GO:0050308",0.327192
"GO:0008610",0.327244
"GO:0003677",0.327709
"GO:0004185",0.328069
"GO:0009830",0.328087
"GO:0042450",0.328246
"GO:0009645",0.328251
"GO:0030574",0.329118
"GO:0001714",0.329356
"GO:0043138",0.329441
"GO:0009967",0.32987
"GO:0090602",0.329953
"GO:0046084",0.330046
"GO:0004641",0.330046
"GO:0005797",0.330058
"GO:0009973",0.330088
"GO:0033741",0.330088
"GO:0008187",0.330107
"GO:0017069",0.330297
"GO:0071490",0.331491
"GO:0072593",0.331933
"GO:0015089",0.331933
"GO:0005047",0.332145
"GO:0006614",0.332532
"GO:0097298",0.333317
"GO:0019447",0.33337
"GO:0006429",0.333825
"GO:0010731",0.334552
"GO:0000226",0.334709
"GO:2000058",0.335733
"GO:0019216",0.336082
"GO:0033993",0.336225
"GO:0010407",0.336449
"GO:0009956",0.336989
"GO:0010032",0.337243
"GO:0048467",0.337315
"GO:0004032",0.337545
"GO:0009644",0.338486
"GO:0004128",0.338597
"GO:0070300",0.338751
"GO:0016051",0.338842
"GO:0050265",0.338936
"GO:0071076",0.338936
"GO:0030295",0.3393
"GO:0052324",0.339795
"GO:0000469",0.340611
"GO:0006013",0.340648
"GO:1901703",0.340667
"GO:0060195",0.340806
"GO:1905037",0.341249
"GO:0030042",0.341621
"GO:0043408",0.341669
"GO:0071485",0.342191
"GO:0010104",0.342381
"GO:0036396",0.342391
"GO:0030955",0.343134
"GO:0006893",0.343338
"GO:0008308",0.343959
"GO:2000060",0.344266
"GO:0008798",0.344313
"GO:0008233",0.344435
"GO:0009910",0.344871
"GO:0008061",0.345034
"GO:0070940",0.345107
"GO:0032119",0.345242
"GO:0070461",0.345751
"GO:0004864",0.345974
"GO:0004867",0.346611
"GO:0009553",0.347829
"GO:0061513",0.34793
"GO:0052325",0.34854
"GO:0005179",0.348573
"GO:0010011",0.348812
"GO:0008250",0.34903
"GO:0000179",0.349635
"GO:0017005",0.349716
"GO:0006294",0.350353
"GO:1990542",0.350445
"GO:0005745",0.350829
"GO:0015770",0.351373
"GO:0072318",0.35161
"GO:0009630",0.351647
"GO:0006972",0.351982
"GO:0048482",0.351983
"GO:0017057",0.352638
"GO:0036065",0.352836
"GO:0016578",0.35327
"GO:0045332",0.353373
"GO:0009785",0.353887
"GO:0090404",0.354192
"GO:0045128",0.354355
"GO:0050373",0.354652
"GO:0015790",0.354843
"GO:0015288",0.354881
"GO:0004438",0.354921
"GO:1903046",0.354946
"GO:0004861",0.355378
"GO:0019048",0.355523
"GO:0000340",0.355843
"GO:0000122",0.355928
"GO:0006465",0.355946
"GO:0030863",0.356401
"GO:0046167",0.356641
"GO:2000023",0.356684
"GO:1903224",0.356993
"GO:0004618",0.357118
"GO:0000725",0.358241
"GO:0002229",0.35837
"GO:0070681",0.358925
"GO:0016538",0.359443
"GO:0035435",0.359664
"GO:0034976",0.360395
"GO:0005261",0.360451
"GO:0004650",0.360615
"GO:0004109",0.360735
"GO:0035017",0.360894
"GO:0070179",0.361159
"GO:0004449",0.361262
"GO:0006469",0.362442
"GO:0046715",0.362863
"GO:0045261",0.363053
"GO:0005483",0.363201
"GO:0006751",0.363317
"GO:0060359",0.363689
"GO:0005337",0.363856
"GO:0006779",0.364007
"GO:0034432",0.364771
"GO:0050551",0.365138
"GO:0004719",0.365204
"GO:0019761",0.365267
"GO:1905177",0.365864
"GO:0071261",0.366351
"GO:0010581",0.366606
"GO:0101031",0.36683
"GO:0030308",0.367083
"GO:0071705",0.367779
"GO:0046785",0.36806
"GO:0010604",0.368074
"GO:0009690",0.368163
"GO:0031119",0.36827
"GO:0033263",0.368484
"GO:0072686",0.368549
"GO:2000785",0.368613
"GO:0000712",0.368621
"GO:0004088",0.368964
"GO:0005951",0.368964
"GO:0051287",0.369059
"GO:0016099",0.369191
"GO:0006897",0.370456
"GO:0071483",0.370472
"GO:0000254",0.370963
"GO:0016491",0.371981
"GO:0009819",0.372037
"GO:0090630",0.372081
"GO:0010584",0.372449
"GO:0015802",0.372464
"GO:0000723",0.372877
"GO:0010287",0.37322
"GO:0034620",0.373469
"GO:0008177",0.3736
"GO:0016747",0.373961
"GO:0016791",0.374021
"GO:0015692",0.374884
"GO:0004363",0.375349
"GO:0004674",0.375409
"GO:0051604",0.377027
"GO:0032204",0.377182
"GO:0016575",0.377641
"GO:0005774",0.377671
"GO:0044262",0.377684
"GO:0042170",0.378215
"GO:0050307",0.378383
"GO:0034263",0.378607
"GO:0034399",0.378897
"GO:0080054",0.379325
"GO:0010117",0.379641
"GO:0045273",0.379693
"GO:0010425",0.379937
"GO:0048443",0.380288
"GO:2001009",0.380507
"GO:0046321",0.380509
"GO:0070938",0.380662
"GO:0005746",0.381072
"GO:0004044",0.381103
"GO:0000977",0.381151
"GO:0033597",0.382581
"GO:0070006",0.38266
"GO:0004797",0.382827
"GO:0045088",0.383142
"GO:0045903",0.383652
"GO:0009883",0.384154
"GO:0019901",0.384504
"GO:0034335",0.384535
"GO:0140426",0.384632
"GO:0060149",0.385067
"GO:0090506",0.385347
"GO:0006413",0.385816
"GO:0006099",0.38582
"GO:0007029",0.38583
"GO:0009269",0.388216
"GO:0010296",0.388578
"GO:0044390",0.388958
"GO:0019104",0.389845
"GO:0006873",0.390173
"GO:0071474",0.390179
"GO:0005839",0.390323
"GO:2000232",0.390522
"GO:0048024",0.390599
"GO:0045793",0.390621
"GO:0004765",0.390643
"GO:0099636",0.391209
"GO:0006368",0.391264
"GO:0071281",0.391987
"GO:0004349",0.392045
"GO:0004350",0.392045
"GO:0000478",0.392473
"GO:0010393",0.392562
"GO:0030100",0.392731
"GO:0008889",0.39279
"GO:0051239",0.393521
"GO:0051484",0.394312
"GO:1902182",0.394432
"GO:1903754",0.394478
"GO:0008551",0.394706
"GO:0009653",0.394708
"GO:0043024",0.394802
"GO:0043171",0.395445
"GO:0031669",0.395562
"GO:0080182",0.395579
"GO:0009851",0.395709
"GO:0003743",0.395744
"GO:0051570",0.395818
"GO:0071006",0.395873
"GO:0035352",0.396129
"GO:0051724",0.396129
"GO:0004049",0.396211
"GO:0003899",0.396511
"GO:0043254",0.396533
"GO:0062012",0.396578
"GO:0000387",0.396954
"GO:0098869",0.397133
"GO:0071423",0.397536
"GO:0010214",0.397595
"GO:0016592",0.397739
"GO:0010623",0.397792
"GO:0048359",0.397895
"GO:0004582",0.398416
"GO:0000919",0.399241
"GO:0006576",0.399927
"GO:0030705",0.399988
"GO:0048479",0.399997
"GO:0071396",0.400236
"GO:1902533",0.400481
"GO:0031334",0.400762
"GO:0006435",0.401197
"GO:0006814",0.401496
"GO:0071242",0.40165
"GO:1903507",0.401767
"GO:0030029",0.402267
"GO:0052542",0.402299
"GO:0010896",0.402629
"GO:0007127",0.402929
"GO:0044264",0.403166
"GO:1900060",0.403424
"GO:0035339",0.403424
"GO:0000380",0.403689
"GO:0052740",0.404082
"GO:0052739",0.404082
"GO:0006970",0.404361
"GO:0000095",0.405418
"GO:0031647",0.406083
"GO:0034504",0.406536
"GO:0010960",0.40667
"GO:0006424",0.406737
"GO:0045039",0.406871
"GO:1902448",0.407144
"GO:0031593",0.407291
"GO:0000176",0.407499
"GO:0016540",0.407755
"GO:0043407",0.407833
"GO:0033549",0.407833
"GO:0043409",0.408217
"GO:0008330",0.408217
"GO:0015172",0.408333
"GO:0006820",0.408397
"GO:0090615",0.408422
"GO:0048481",0.408452
"GO:0051247",0.408894
"GO:2000905",0.408894
"GO:0005884",0.409728
"GO:0097255",0.409813
"GO:0031399",0.410362
"GO:0052692",0.410436
"GO:0048510",0.41087
"GO:0030904",0.411317
"GO:0003917",0.411525
"GO:0070012",0.411737
"GO:0009510",0.411798
"GO:0009643",0.412058
"GO:0044550",0.412258
"GO:0018920",0.412931
"GO:0003866",0.412931
"GO:0016593",0.413352
"GO:0000150",0.413376
"GO:0051645",0.413467
"GO:0031491",0.413581
"GO:0070878",0.413735
"GO:0009044",0.413983
"GO:2001070",0.414038
"GO:0019888",0.414217
"GO:0072657",0.414336
"GO:0045736",0.414695
"GO:0047631",0.414836
"GO:0090610",0.414904
"GO:0005663",0.415113
"GO:0140078",0.415155
"GO:0006913",0.415167
"GO:0016034",0.415421
"GO:0000287",0.415976
"GO:0001671",0.415998
"GO:0009744",0.41641
"GO:0044030",0.416426
"GO:1903647",0.416742
"GO:0031468",0.416932
"GO:0005743",0.416975
"GO:0043504",0.417198
"GO:0000461",0.417206
"GO:0010608",0.417369
"GO:0032885",0.418038
"GO:0030915",0.418621
"GO:0018171",0.419128
"GO:0017172",0.419128
"GO:0009939",0.419132
"GO:0036104",0.419161
"GO:0016604",0.419271
"GO:0006148",0.420983
"GO:0018205",0.421028
"GO:0102756",0.42103
"GO:0030247",0.421692
"GO:0005546",0.421797
"GO:0018008",0.421982
"GO:0060966",0.422114
"GO:0000151",0.423192
"GO:0046938",0.423201
"GO:0004450",0.423647
"GO:0045309",0.423741
"GO:0006591",0.424278
"GO:0010212",0.425466
"GO:0009977",0.425529
"GO:0010332",0.425565
"GO:0045087",0.425648
"GO:0060866",0.426211
"GO:0046168",0.426546
"GO:0004367",0.426546
"GO:0010498",0.427731
"GO:0034475",0.427968
"GO:0035335",0.428
"GO:0005543",0.428573
"GO:0010193",0.428757
"GO:0007623",0.429652
"GO:0006777",0.429771
"GO:0008478",0.42995
"GO:1902183",0.430005
"GO:0042796",0.430093
"GO:0042795",0.430093
"GO:0009559",0.430211
"GO:0006096",0.43026
"GO:0099503",0.430599
"GO:0010099",0.430923
"GO:0006826",0.430998
"GO:0043928",0.431139
"GO:0000400",0.431541
"GO:0009782",0.431692
"GO:0016041",0.432758
"GO:0015930",0.432758
"GO:0080114",0.432758
"GO:1902290",0.432801
"GO:0004175",0.433401
"GO:0019432",0.434646
"GO:0009845",0.434851
"GO:0006284",0.435038
"GO:0031663",0.435137
"GO:0006468",0.435362
"GO:0047427",0.435486
"GO:0002238",0.436039
"GO:0005771",0.43664
"GO:0080024",0.436671
"GO:0045338",0.436704
"GO:0009916",0.437493
"GO:0004602",0.437808
"GO:0009330",0.438301
"GO:0000103",0.43869
"GO:0046467",0.438764
"GO:0006811",0.440164
"GO:0050829",0.440394
"GO:0043048",0.440434
"GO:0004168",0.440434
"GO:0060964",0.44105
"GO:0061458",0.441138
"GO:0042054",0.441634
"GO:0032453",0.441996
"GO:0031304",0.442423
"GO:0009812",0.442928
"GO:0045038",0.443233
"GO:0140547",0.44349
"GO:0016444",0.443862
"GO:0009651",0.444537
"GO:0071407",0.44521
"GO:0004523",0.445732
"GO:0009102",0.445883
"GO:0010288",0.445986
"GO:0106118",0.446332
"GO:0010362",0.446426
"GO:0000325",0.446487
"GO:0004743",0.44665
"GO:0006793",0.447189
"GO:0000138",0.447278
"GO:0010118",0.447607
"GO:0017022",0.447726
"GO:0048531",0.447885
"GO:0044611",0.448021
"GO:0045334",0.448404
"GO:0055129",0.448997
"GO:0103075",0.449027
"GO:0033043",0.449262
"GO:0004140",0.449384
"GO:0009404",0.449727
"GO:0006312",0.450387
"GO:0010279",0.450521
"GO:0016887",0.450537
"GO:0000913",0.450681
"GO:0035529",0.450683
"GO:0050776",0.450992
"GO:0043007",0.451048
"GO:0004351",0.451397
"GO:0004366",0.45166
"GO:0004672",0.452184
"GO:0000381",0.452314
"GO:0010074",0.452718
"GO:0043090",0.452755
"GO:0022626",0.452873
"GO:0000159",0.452986
"GO:0043572",0.453336
"GO:0046537",0.453585
"GO:0005618",0.453606
"GO:0034063",0.453886
"GO:0006265",0.454109
"GO:0031116",0.454481
"GO:0035436",0.455368
"GO:0019725",0.455471
"GO:0031683",0.455707
"GO:0031426",0.456521
"GO:0051596",0.456657
"GO:1903457",0.456657
"GO:0005677",0.456658
"GO:0031372",0.45696
"GO:0005675",0.457254
"GO:0061631",0.457659
"GO:0030983",0.457743
"GO:0008379",0.457787
"GO:0007009",0.458397
"GO:0047714",0.458738
"GO:0008139",0.459477
"GO:0000086",0.459523
"GO:0004540",0.459652
"GO:0034553",0.459696
"GO:0010124",0.459784
"GO:1902456",0.460194
"GO:0000814",0.460238
"GO:0009783",0.460614
"GO:2000693",0.461039
"GO:1904278",0.461448
"GO:0045430",0.463002
"GO:0002184",0.463468
"GO:0030619",0.463533
"GO:0055089",0.463556
"GO:0044687",0.463578
"GO:0009826",0.463927
"GO:0033926",0.464045
"GO:0004830",0.464279
"GO:0006436",0.464279
"GO:0015698",0.464604
"GO:0034090",0.465049
"GO:0019902",0.465324
"GO:0008104",0.4661
"GO:0032365",0.466402
"GO:0008661",0.466727
"GO:0052865",0.466727
"GO:0009729",0.467192
"GO:0080136",0.467505
"GO:0005525",0.467626
"GO:0009646",0.468194
"GO:0015780",0.468244
"GO:0009532",0.468761
"GO:0030410",0.468803
"GO:0030418",0.468803
"GO:0008242",0.469825
"GO:0009383",0.469938
"GO:0004333",0.470091
"GO:0006106",0.470091
"GO:0071492",0.470289
"GO:0048831",0.470461
"GO:0090156",0.471691
"GO:0031407",0.472051
"GO:0043562",0.472052
"GO:0010051",0.472181
"GO:0009526",0.472272
"GO:0051493",0.472403
"GO:0010847",0.47296
"GO:0009142",0.47336
"GO:0004222",0.473534
"GO:2000306",0.47354
"GO:0000439",0.473565
"GO:0030479",0.473677
"GO:0006189",0.473824
"GO:0071368",0.474288
"GO:0080009",0.474632
"GO:0051085",0.474697
"GO:0004148",0.475502
"GO:0051510",0.475766
"GO:0005976",0.475883
"GO:0030943",0.47607
"GO:0004356",0.476485
"GO:0032502",0.476966
"GO:0051555",0.476994
"GO:0030968",0.477438
"GO:0003993",0.4775
"GO:0031538",0.478086
"GO:0008515",0.478644
"GO:0043069",0.478818
"GO:0043186",0.478965
"GO:0033557",0.479161
"GO:0004143",0.479344
"GO:0006950",0.479477
"GO:0015918",0.47949
"GO:0031117",0.479863
"GO:0006412",0.480013
"GO:0034485",0.480981
"GO:0009706",0.481164
"GO:0010187",0.481739
"GO:0004425",0.481756
"GO:0004675",0.482141
"GO:0034982",0.482151
"GO:0003779",0.482581
"GO:0009963",0.482691
"GO:0008064",0.482769
"GO:0010374",0.482854
"GO:0080113",0.483101
"GO:0005881",0.483114
"GO:0004347",0.483267
"GO:0000720",0.483329
"GO:1901255",0.483329
"GO:0031115",0.483333
"GO:0080159",0.483403
"GO:0007035",0.483743
"GO:0009962",0.483881
"GO:0010226",0.484177
"GO:0006090",0.484298
"GO:0034599",0.484792
"GO:0005829",0.484873
"GO:0006605",0.485073
"GO:0009892",0.485077
"GO:1901361",0.485279
"GO:0006470",0.485324
"GO:1904812",0.485621
"GO:0006567",0.486308
"GO:0009061",0.48633
"GO:0010036",0.486554
"GO:0005684",0.486872
"GO:0051082",0.487144
"GO:0015193",0.487592
"GO:0047484",0.488157
"GO:1901981",0.489399
"GO:0008442",0.489472
"GO:0005886",0.489531
"GO:0016487",0.489711
"GO:0008408",0.490622
"GO:0048194",0.490701
"GO:0034647",0.491177
"GO:0010186",0.49124
"GO:0005938",0.491319
"GO:0043933",0.491415
"GO:0044183",0.492119
"GO:0030488",0.492168
"GO:0005338",0.49235
"GO:0000408",0.492652
"GO:0006828",0.492703
"GO:0070525",0.493418
"GO:0006952",0.493747
"GO:0016973",0.494323
"GO:0018024",0.494729
"GO:0070552",0.494785
"GO:0009825",0.494818
"GO:0019628",0.494818
"GO:0042797",0.495123
"GO:0034968",0.495369
"GO:0043182",0.495703
"GO:0006694",0.495807
"GO:0030515",0.496483
"GO:0006995",0.496643
"GO:0071732",0.496858
"GO:0009058",0.496979
"GO:0001727",0.497204
"GO:0006044",0.497661
"GO:0010168",0.497845
"GO:0030163",0.498461
"GO:0015986",0.498647
"GO:0005744",0.499009
"GO:0016847",0.499031
"GO:0009415",0.499606
"GO:0016818",0.499788
"GO:0098572",0.500009
"GO:0006303",0.500133
"GO:0080025",0.500496
"GO:0005750",0.500582
"GO:0043436",0.500643
"GO:0048487",0.501325
"GO:0045842",0.501789
"GO:0006650",0.502201
"GO:2000012",0.502435
"GO:0006398",0.502655
"GO:0048768",0.502792
"GO:0010383",0.503023
"GO:0015267",0.503325
"GO:0015086",0.503442
"GO:0006012",0.503455
"GO:0007051",0.50378
"GO:0004709",0.503981
"GO:0016102",0.504094
"GO:0004471",0.5041
"GO:0004470",0.5041
"GO:0001164",0.504271
"GO:0009637",0.504667
"GO:0071916",0.504673
"GO:0008725",0.504791
"GO:0090069",0.504808
"GO:0009626",0.504853
"GO:0010337",0.505321
"GO:0033614",0.505335
"GO:0032389",0.50548
"GO:0004402",0.50581
"GO:0051567",0.505868
"GO:0000395",0.505972
"GO:0010076",0.506138
"GO:0000813",0.506269
"GO:0009736",0.50713
"GO:0000079",0.507294
"GO:0047429",0.507416
"GO:0000786",0.507449
"GO:0016236",0.507572
"GO:1905582",0.507832
"GO:0005986",0.507994
"GO:0051920",0.508064
"GO:0005622",0.508172
"GO:0005739",0.508713
"GO:0050801",0.508747
"GO:0051443",0.509159
"GO:0031519",0.509173
"GO:0033925",0.509241
"GO:0102229",0.509391
"GO:0032299",0.509515
